Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1697,20*,RL,110.0,14226,Pave,DNE,0,Lvl,4,Corner,0,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,4,3,PConc,Gd,TA,Av,Unf,0.0,Unf,1935.0,1935.0,GasA,4,Y,SBrkr,1973,0,0,1973,0.0,0.0,2,0,3,1,4,9,8,1,Gd,Attchd,2006.0,Fin,3.0,895.0,TA,TA,3,315,45,0,0,0,0,DNE,DNE,DNE,0,7,2007,New,395000
706,50*,RM,50.0,6000,Pave,DNE,0,Lvl,4,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,DNE,0.0,3,5,CBlock,TA,TA,No,BLQ,384.0,Unf,384.0,768.0,GasA,3,Y,FuseA,768,560,0,1328,0.0,0.0,1,1,3,1,3,6,8,0,DNE,Detchd,1950.0,Unf,1.0,308.0,TA,TA,3,0,12,0,0,0,0,DNE,MnPrv,DNE,0,3,2009,WD ,129500
2920,160*,RM,21.0,1936,Pave,DNE,0,Lvl,4,Inside,0,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,DNE,0.0,3,3,CBlock,TA,TA,No,Unf,0.0,Unf,546.0,546.0,GasA,4,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,3,5,8,0,DNE,DNE,1978.644525168656,DNE,0.0,0.0,DNE,DNE,3,0,0,0,0,0,0,DNE,DNE,DNE,0,6,2006,WD ,90500
19,20*,RL,140.0,19138,Pave,DNE,0,Lvl,4,Corner,0,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,3,CBlock,TA,TA,No,LwQ,120.0,Unf,744.0,864.0,GasA,5,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,4,8,0,DNE,Detchd,1951.0,Unf,2.0,400.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,6,2010,WD ,141000
1897,20*,RL,0.0,14585,Pave,DNE,1,Lvl,4,CulDSac,0,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,TA,TA,No,BLQ,594.0,Rec,331.0,1144.0,GasA,5,Y,SBrkr,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,8,2,Gd,Attchd,1960.0,Unf,2.0,572.0,TA,TA,3,216,110,0,0,0,0,DNE,DNE,DNE,0,6,2007,WD ,181900
1869,20*,RL,80.0,9547,Pave,DNE,0,Lvl,4,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,3,3,PConc,Gd,TA,No,Unf,0.0,Unf,1594.0,1594.0,GasA,5,Y,SBrkr,1594,0,0,1594,0.0,0.0,2,0,2,1,4,6,8,1,TA,Attchd,1993.0,RFn,2.0,472.0,TA,TA,3,190,80,0,0,0,0,DNE,DNE,DNE,0,7,2007,WD ,188500
277,20*,RL,60.0,10044,Pave,DNE,1,Low,4,CulDSac,0,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,126.0,1196.0,GasA,3,Y,SBrkr,1196,0,0,1196,1.0,0.0,1,0,3,1,3,6,8,0,DNE,Attchd,1968.0,RFn,1.0,336.0,TA,TA,3,257,0,168,0,0,0,DNE,MnPrv,DNE,0,6,2010,WD ,144000
463,120*,RL,48.0,3480,Pave,DNE,0,Lvl,4,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,4,3,PConc,Gd,TA,No,Unf,0.0,Unf,1405.0,1405.0,GasA,5,Y,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,4,6,8,1,TA,Attchd,2003.0,RFn,2.0,478.0,TA,TA,3,148,36,0,0,0,0,DNE,DNE,DNE,0,11,2009,WD ,173000
698,70*,RM,90.0,9900,Pave,DNE,0,Lvl,4,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,4,3,CBlock,TA,TA,No,Unf,0.0,Unf,504.0,504.0,GasA,5,Y,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,8,0,DNE,DNE,1978.644525168656,DNE,0.0,0.0,DNE,DNE,1,0,0,176,0,0,0,DNE,DNE,DNE,0,3,2009,WD ,129000
1172,120*,FV,50.0,5119,Pave,DNE,1,Lvl,4,CulDSac,0,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,Ex,TA,Av,GLQ,1238.0,Unf,460.0,1698.0,GasA,5,Y,SBrkr,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,8,1,TA,Attchd,1999.0,Fin,2.0,506.0,TA,TA,3,97,65,0,0,0,0,DNE,DNE,DNE,0,1,2008,CWD,328900
221,20*,RL,70.0,8521,Pave,DNE,0,Lvl,4,FR2,0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,DNE,0.0,3,3,CBlock,TA,TA,No,ALQ,842.0,Unf,70.0,912.0,GasA,3,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,3,1,3,5,8,1,Fa,Detchd,1974.0,Unf,1.0,336.0,TA,TA,3,0,0,0,0,0,0,DNE,MnPrv,DNE,0,5,2010,WD ,125000
91,60*,RL,107.0,10186,Pave,DNE,1,Lvl,4,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,DNE,0.0,4,3,PConc,Gd,TA,No,GLQ,674.0,Unf,76.0,750.0,GasA,5,Y,SBrkr,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,8,1,TA,Attchd,1992.0,RFn,2.0,564.0,TA,TA,3,240,39,0,0,0,0,DNE,DNE,DNE,0,6,2010,WD ,190000
196,50*,RM,50.0,6000,Pave,DNE,0,Lvl,4,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,4,CBlock,TA,TA,No,LwQ,264.0,Unf,308.0,572.0,GasA,5,Y,FuseA,848,348,0,1196,0.0,1.0,1,1,3,1,3,6,8,2,Gd,Detchd,1973.0,Unf,2.0,576.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,3,2010,WD ,128000
1565,20*,RL,0.0,13265,Pave,DNE,1,Lvl,4,CulDSac,0,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,4,3,PConc,Gd,TA,No,GLQ,1218.0,Unf,350.0,1568.0,GasA,5,Y,SBrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,4,7,8,2,Gd,Attchd,2002.0,RFn,3.0,857.0,TA,TA,3,150,59,0,0,0,0,DNE,DNE,DNE,0,7,2008,WD ,271000
2793,20*,RL,0.0,11088,Pave,DNE,0,Lvl,4,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Stucco,Stucco,DNE,0.0,4,3,PConc,Gd,TA,No,GLQ,872.0,Unf,476.0,1348.0,GasA,5,Y,SBrkr,1358,0,0,1358,1.0,0.0,1,1,1,1,4,5,8,1,TA,Attchd,2002.0,Unf,2.0,418.0,TA,TA,3,68,166,0,0,0,0,DNE,DNE,DNE,0,6,2006,WD ,220000
1068,60*,RL,130.0,16900,Pave,DNE,0,Lvl,4,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,4,3,PConc,Ex,TA,Mn,GLQ,1075.0,Unf,404.0,1479.0,GasA,5,Y,SBrkr,1515,1134,0,2649,1.0,0.0,2,1,4,1,4,10,8,1,TA,Attchd,2001.0,Fin,3.0,746.0,TA,TA,3,0,60,0,0,0,0,DNE,DNE,DNE,0,1,2008,WD ,421250
2138,20*,RL,45.0,8982,Pave,DNE,1,Lvl,4,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,DNE,0.0,3,3,CBlock,Gd,TA,Av,ALQ,539.0,Unf,501.0,1040.0,GasA,3,Y,SBrkr,1040,0,0,1040,0.0,0.0,1,1,3,1,3,5,8,0,DNE,Detchd,1977.0,Unf,2.0,748.0,TA,TA,3,0,0,0,0,0,0,DNE,MnPrv,DNE,0,1,2007,WD ,134900
310,60*,RL,85.0,11050,Pave,DNE,0,Lvl,4,Inside,0,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,4,3,PConc,Gd,TA,No,GLQ,615.0,Unf,434.0,1049.0,GasA,5,Y,SBrkr,1036,880,0,1916,1.0,0.0,2,1,3,1,4,8,8,1,TA,Attchd,1998.0,Unf,3.0,741.0,TA,TA,3,0,70,0,0,0,0,DNE,DNE,DNE,0,5,2010,WD ,254900
2803,120*,RM,37.0,4435,Pave,DNE,0,Lvl,4,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,Gd,TA,Av,GLQ,717.0,Unf,131.0,848.0,GasA,5,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,4,8,0,DNE,Attchd,2003.0,Fin,2.0,420.0,TA,TA,3,140,0,0,0,0,0,DNE,DNE,DNE,0,4,2006,WD ,133000
1458,60*,RL,73.0,9066,Pave,DNE,1,Lvl,4,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,Gd,TA,Mn,GLQ,668.0,Unf,336.0,1004.0,GasA,5,Y,SBrkr,1004,848,0,1852,0.0,0.0,2,1,3,1,4,7,8,2,TA,Attchd,1999.0,Fin,3.0,660.0,TA,TA,3,224,106,0,0,0,0,DNE,GdPrv,DNE,0,12,2008,WD ,230000
457,20*,RL,100.0,14836,Pave,DNE,1,HLS,4,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,5,3,PConc,Ex,TA,Gd,GLQ,2146.0,Unf,346.0,2492.0,GasA,5,Y,SBrkr,2492,0,0,2492,1.0,0.0,2,1,2,1,5,8,8,1,Ex,Attchd,2004.0,Fin,3.0,949.0,TA,TA,3,226,235,0,0,0,0,DNE,DNE,DNE,0,2,2009,WD ,552000
2428,120*,RL,43.0,3013,Pave,DNE,0,Lvl,4,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,4,3,PConc,Gd,TA,Gd,GLQ,16.0,Unf,1346.0,1362.0,GasA,5,Y,SBrkr,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,8,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,3,142,20,0,0,0,0,DNE,DNE,DNE,0,4,2006,WD ,213490
1004,60*,RL,100.0,10839,Pave,DNE,1,Lvl,4,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,3,PConc,Gd,TA,No,Unf,0.0,Unf,926.0,926.0,GasA,5,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,3,7,8,1,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,3,0,36,0,0,0,0,DNE,DNE,DNE,0,7,2008,WD ,181000
2672,50*,RL,65.0,6435,Pave,DNE,0,Lvl,4,Inside,0,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,BrkTil,TA,TA,No,Unf,0.0,Unf,972.0,972.0,GasA,4,Y,SBrkr,972,605,0,1577,0.0,0.0,1,0,3,1,2,6,8,1,Gd,Detchd,1939.0,Unf,1.0,312.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,10,2006,WD ,140200
50,120*,RL,41.0,7132,Pave,DNE,1,Lvl,4,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,Gd,TA,Mn,GLQ,24.0,Unf,1346.0,1370.0,GasA,5,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,8,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,3,120,49,0,0,0,0,DNE,DNE,DNE,0,4,2010,WD ,205000
1254,90*,RL,76.0,12436,Pave,DNE,0,Lvl,4,Inside,0,NAmes,Norm,Norm,Duplex,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,DNE,0.0,3,3,CBlock,TA,TA,No,Unf,0.0,Unf,1824.0,1824.0,GasA,2,Y,FuseA,1824,0,0,1824,0.0,0.0,2,0,5,2,3,9,8,0,DNE,Detchd,1958.0,Unf,2.0,484.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,1,2008,WD ,146000
1187,80*,RL,0.0,11104,Pave,DNE,1,Lvl,4,Inside,0,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,TA,TA,Av,GLQ,828.0,Unf,599.0,1427.0,GasA,4,Y,SBrkr,1427,0,0,1427,0.0,1.0,2,0,4,1,3,7,8,0,DNE,Attchd,1969.0,RFn,2.0,516.0,TA,TA,3,0,0,0,0,216,0,DNE,DNE,DNE,0,5,2008,WD ,183000
13,60*,RL,63.0,8402,Pave,DNE,1,Lvl,4,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,3,PConc,Gd,TA,No,Unf,0.0,Unf,789.0,789.0,GasA,4,Y,SBrkr,789,676,0,1465,0.0,0.0,2,1,3,1,3,7,8,1,Gd,Attchd,1998.0,Fin,2.0,393.0,TA,TA,3,0,75,0,0,0,0,DNE,DNE,DNE,0,5,2010,WD ,180400
2147,20*,RL,0.0,11354,Pave,DNE,0,Lvl,4,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,4,3,PConc,TA,TA,Gd,GLQ,1412.0,Unf,261.0,1673.0,GasA,5,Y,SBrkr,1673,0,0,1673,1.0,0.0,2,0,3,1,4,7,8,1,TA,Attchd,2000.0,RFn,2.0,583.0,TA,TA,3,306,113,0,0,116,0,DNE,DNE,DNE,0,1,2007,WD ,270000
940,70*,RM,59.0,10690,Pave,DNE,0,Lvl,4,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,DNE,0.0,3,4,CBlock,TA,Fa,No,Rec,456.0,Unf,216.0,672.0,GasA,4,Y,FuseA,672,672,0,1344,0.0,0.0,1,0,3,1,3,6,8,0,DNE,Detchd,1964.0,Unf,1.0,468.0,TA,Fa,3,0,128,218,0,0,0,DNE,DNE,DNE,0,7,2009,WD ,147000
2604,50*,RL,60.0,10410,Pave,Grvl,0,Lvl,4,Corner,0,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,DNE,0.0,3,3,PConc,TA,TA,No,Unf,0.0,Unf,672.0,672.0,GasA,3,Y,SBrkr,694,520,0,1214,0.0,0.0,1,0,3,1,3,6,8,0,DNE,Detchd,1998.0,Unf,3.0,936.0,TA,TA,3,216,0,160,0,0,0,DNE,MnPrv,DNE,0,1,2006,WD ,105000
1504,90*,RL,74.0,6845,Pave,DNE,0,Lvl,4,Inside,0,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,3,3,Slab,DNE,DNE,DNE,DNE,0.0,DNE,0.0,0.0,GasA,3,N,FuseF,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,8,0,DNE,DNE,1978.644525168656,DNE,0.0,0.0,DNE,DNE,1,0,0,0,0,0,0,DNE,DNE,DNE,0,7,2008,WD ,82500
1481,60*,RL,63.0,8199,Pave,DNE,0,Lvl,4,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,DNE,0.0,4,3,PConc,Gd,TA,Av,GLQ,648.0,Unf,80.0,728.0,GasA,5,Y,SBrkr,728,728,0,1456,1.0,0.0,2,1,3,1,4,7,8,1,Gd,Attchd,2005.0,Fin,2.0,410.0,TA,TA,3,36,18,0,0,0,0,DNE,DNE,DNE,0,10,2008,WD ,189000
924,30*,RL,80.0,13360,Pave,Grvl,1,HLS,4,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,DNE,0.0,3,4,BrkTil,Gd,TA,No,ALQ,713.0,Unf,163.0,876.0,GasA,5,Y,SBrkr,964,0,0,964,1.0,0.0,1,0,2,1,3,5,8,0,DNE,Detchd,1921.0,Unf,2.0,432.0,TA,TA,3,0,0,44,0,0,0,DNE,DNE,DNE,0,8,2009,WD ,163500
1641,20*,RL,60.0,8089,Pave,DNE,0,HLS,4,Inside,0,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,Gd,TA,Av,GLQ,945.0,Unf,474.0,1419.0,GasA,5,Y,SBrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,4,7,8,1,Gd,Attchd,2007.0,RFn,2.0,567.0,TA,TA,3,140,0,0,0,0,0,DNE,DNE,DNE,0,10,2007,New,392000
2715,20*,RL,0.0,9535,Pave,DNE,1,Lvl,4,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,450.0,3,3,CBlock,TA,TA,No,BLQ,194.0,LwQ,0.0,1176.0,GasA,3,Y,SBrkr,1458,0,0,1458,1.0,0.0,1,1,3,1,3,7,8,1,TA,Attchd,1967.0,Unf,2.0,512.0,TA,TA,3,284,0,0,0,0,0,DNE,MnPrv,DNE,0,7,2006,WD ,165000
1003,120*,RL,39.0,5070,Pave,DNE,1,HLS,4,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,DNE,0.0,4,3,PConc,Gd,TA,Mn,Unf,0.0,Unf,1280.0,1280.0,GasA,5,Y,SBrkr,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,8,0,DNE,Attchd,1992.0,RFn,2.0,506.0,TA,TA,3,0,82,0,0,144,0,DNE,DNE,DNE,0,8,2008,WD ,180000
1860,20*,RL,80.0,9600,Pave,DNE,0,Lvl,4,FR2,0,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,Gd,TA,Gd,ALQ,978.0,Unf,284.0,1262.0,GasA,5,Y,SBrkr,1262,0,0,1262,0.0,1.0,2,0,3,1,3,6,8,1,TA,Attchd,1976.0,RFn,2.0,460.0,TA,TA,3,298,0,0,0,0,0,DNE,DNE,DNE,0,5,2007,WD ,181500
2264,20*,RL,67.0,10656,Pave,DNE,1,HLS,4,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,Gd,TA,Av,Unf,0.0,Unf,1638.0,1638.0,GasA,5,Y,SBrkr,1646,0,0,1646,0.0,0.0,2,0,3,1,4,6,8,1,Gd,Attchd,2007.0,RFn,3.0,870.0,TA,TA,3,192,80,0,0,0,0,DNE,DNE,DNE,0,11,2007,New,248900
1757,80*,RL,76.0,9967,Pave,DNE,1,Lvl,4,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,DNE,0.0,3,3,PConc,Gd,TA,No,Unf,0.0,Unf,384.0,384.0,GasA,5,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,8,8,1,TA,BuiltIn,2000.0,RFn,2.0,400.0,TA,TA,3,100,0,0,0,0,0,DNE,DNE,DNE,0,12,2007,WD ,170000
250,20*,RL,64.0,10475,Pave,DNE,1,Lvl,4,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,Gd,TA,Av,Unf,0.0,Unf,1694.0,1694.0,GasA,5,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,8,0,DNE,Attchd,2008.0,RFn,3.0,776.0,TA,TA,3,160,33,0,0,0,0,DNE,DNE,DNE,0,2,2010,WD ,245350
176,30*,RM,47.0,4608,Pave,DNE,0,Lvl,4,Corner,0,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,4,CBlock,TA,TA,No,Unf,0.0,Unf,747.0,747.0,GasA,3,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,3,4,8,0,DNE,Attchd,1945.0,Unf,1.0,220.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,6,2010,WD ,80000
1601,180*,RM,21.0,1890,Pave,DNE,0,Lvl,4,Inside,0,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,DNE,0.0,3,4,CBlock,Gd,TA,Av,ALQ,495.0,Unf,135.0,630.0,GasA,4,Y,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,3,3,8,0,DNE,DNE,1978.644525168656,DNE,0.0,0.0,DNE,DNE,3,88,0,0,0,0,0,DNE,DNE,DNE,0,6,2008,WD ,81000
399,20*,RL,60.0,6960,Pave,DNE,0,Lvl,4,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,DNE,0.0,3,3,CBlock,TA,TA,No,ALQ,375.0,BLQ,250.0,864.0,GasA,3,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,4,5,8,0,DNE,Detchd,1989.0,Unf,2.0,660.0,TA,TA,3,96,0,0,0,0,0,DNE,DNE,Shed,500,11,2009,WD ,120500
2279,20*,RL,200.0,43500,Pave,DNE,0,Lvl,4,Inside,0,Mitchel,Artery,Norm,1Fam,1Story,3,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,DNE,0.0,3,3,CBlock,DNE,DNE,DNE,DNE,0.0,DNE,0.0,0.0,GasA,5,Y,SBrkr,2034,0,0,2034,0.0,0.0,1,0,2,1,3,9,7,0,DNE,2Types,1953.0,RFn,4.0,1041.0,TA,TA,1,483,266,0,0,0,561,TA,GdPrv,DNE,0,6,2007,WD ,130000
617,20*,RL,128.0,12160,Pave,DNE,0,Lvl,4,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,TA,TA,No,BLQ,1024.0,Unf,481.0,1505.0,GasA,5,Y,SBrkr,1505,0,0,1505,1.0,0.0,1,0,2,1,3,6,8,1,TA,Attchd,1953.0,RFn,2.0,505.0,TA,TA,3,0,0,0,162,0,0,DNE,DNE,DNE,0,2,2009,WD ,149500
2657,30*,RM,48.0,5747,Pave,DNE,0,Lvl,4,Inside,0,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,DNE,0.0,3,3,PConc,TA,TA,No,Unf,0.0,Unf,798.0,798.0,GasA,4,Y,SBrkr,840,0,0,840,0.0,0.0,1,0,2,1,2,5,8,0,DNE,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,1,112,0,0,0,0,0,DNE,DNE,DNE,0,6,2006,WD ,64000
685,20*,RL,70.0,7931,Pave,DNE,0,Lvl,4,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,DNE,0.0,3,3,CBlock,TA,TA,No,BLQ,1148.0,Unf,0.0,1148.0,GasA,3,Y,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,3,6,8,0,DNE,Attchd,1959.0,Unf,1.0,672.0,TA,TA,3,0,0,0,0,0,0,DNE,GdPrv,DNE,0,7,2009,WD ,132500
2365,160*,RM,24.0,2760,Pave,DNE,0,Lvl,4,Inside,0,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,3,3,CBlock,TA,TA,No,Unf,0.0,Unf,525.0,525.0,GasA,3,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,8,0,DNE,Detchd,1973.0,Unf,2.0,440.0,TA,TA,3,0,0,0,0,0,0,DNE,DNE,DNE,0,12,2006,WD ,105500
586,60*,RL,80.0,10400,Pave,DNE,0,Lvl,4,Inside,0,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,3,3,PConc,TA,TA,No,Unf,0.0,Unf,932.0,932.0,GasA,4,Y,SBrkr,1271,1369,0,2640,0.0,0.0,2,1,5,1,4,8,8,1,TA,Attchd,1967.0,RFn,2.0,515.0,TA,TA,3,0,120,0,0,168,0,DNE,DNE,DNE,0,5,2009,WD ,256900
2330,60*,RL,59.0,16023,Pave,DNE,1,HLS,4,CulDSac,0,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,600.0,4,5,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,180.0,1398.0,GasA,5,Y,SBrkr,1414,1384,0,2798,1.0,0.0,3,1,3,1,5,11,8,1,Gd,BuiltIn,2005.0,Fin,3.0,670.0,TA,TA,3,182,37,0,0,0,0,DNE,DNE,DNE,0,3,2006,New,457347
